,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency_of_Purchases
1698,25,1,1,0,41,3,4.8,0,46,0,Quarterly,5
1699,20,1,23,1,67,1,4.0,0,34,3,Annually,0
1700,62,1,9,1,70,0,4.1,0,36,0,Monthly,4
1701,69,1,7,0,41,3,3.8,0,44,3,Every 3 Months,2
1702,54,1,11,1,83,2,5.0,0,48,0,Weekly,6
1703,39,1,0,0,22,1,4.0,0,12,0,Annually,0
1704,56,1,20,2,20,2,3.9,0,19,1,Every 3 Months,2
1705,39,1,12,0,29,2,3.4,0,49,5,Bi-Weekly,1
1706,37,1,22,0,87,1,3.0,0,25,5,Fortnightly,3
1707,25,1,18,1,81,0,4.9,0,25,1,Bi-Weekly,1
1708,35,1,3,2,58,1,3.2,0,1,2,Quarterly,5
1709,45,1,19,1,83,3,3.8,0,19,0,Annually,0
1710,19,1,13,1,59,0,3.8,0,7,2,Quarterly,5
1711,21,1,24,1,93,1,4.7,0,19,2,Monthly,4
1712,65,1,24,1,87,0,3.8,0,9,1,Fortnightly,3
1713,49,1,10,3,22,3,4.6,0,37,4,Quarterly,5
1714,30,1,11,1,71,2,4.4,0,15,1,Monthly,4
1715,23,1,5,1,69,1,3.4,0,30,4,Bi-Weekly,1
1716,69,1,2,1,47,3,4.7,0,30,1,Every 3 Months,2
1717,29,1,9,1,50,2,2.9,0,16,3,Bi-Weekly,1
1718,54,1,24,1,96,3,3.4,0,14,4,Every 3 Months,2
1719,45,1,23,1,39,3,3.2,0,8,5,Quarterly,5
1720,25,1,18,1,84,3,2.8,0,40,3,Bi-Weekly,1
1721,34,1,12,0,28,1,4.3,0,24,2,Monthly,4
1722,46,1,24,1,51,2,3.3,0,14,1,Fortnightly,3
1723,70,1,15,0,20,1,3.3,0,39,4,Annually,0
1724,42,1,17,2,72,3,3.3,0,21,4,Weekly,6
1725,45,1,22,0,33,1,3.0,0,32,5,Quarterly,5
1726,57,1,4,3,28,2,2.8,0,45,3,Weekly,6
1727,49,1,2,1,53,1,4.0,0,19,4,Monthly,4
1728,23,1,11,1,48,0,4.3,0,1,3,Every 3 Months,2
1729,47,1,18,1,21,3,3.8,0,12,5,Fortnightly,3
1730,23,1,16,1,22,0,4.2,0,26,2,Weekly,6
1731,21,1,0,0,87,0,3.1,0,12,1,Monthly,4
1732,45,1,1,0,50,3,2.6,0,36,1,Every 3 Months,2
1733,67,1,2,1,85,2,3.4,0,22,2,Annually,0
1734,31,1,11,1,98,1,3.1,0,16,4,Quarterly,5
1735,58,1,5,1,34,3,3.6,0,31,5,Annually,0
1736,57,1,18,1,61,2,2.6,0,43,1,Quarterly,5
1737,42,1,12,0,98,2,4.2,0,50,5,Bi-Weekly,1
1738,60,1,7,0,61,1,2.9,0,37,2,Weekly,6
1739,21,1,12,0,98,3,4.2,0,23,1,Weekly,6
1740,69,1,13,1,21,0,3.3,0,10,0,Every 3 Months,2
1741,41,1,13,1,51,3,3.6,0,20,0,Monthly,4
1742,51,1,14,2,80,1,4.3,0,18,5,Every 3 Months,2
1743,23,1,19,1,72,3,3.3,0,3,0,Weekly,6
1744,57,1,22,0,63,3,3.0,0,23,4,Weekly,6
1745,40,1,19,1,27,3,3.6,0,27,1,Weekly,6
1746,65,1,7,0,44,2,3.1,0,44,0,Fortnightly,3
1747,61,1,4,3,23,3,2.9,0,41,5,Quarterly,5
1748,34,1,19,1,93,3,3.9,0,41,0,Annually,0
1749,43,1,9,1,70,0,3.2,0,36,3,Every 3 Months,2
1750,31,1,22,0,85,0,3.1,0,38,5,Every 3 Months,2
1751,57,1,23,1,40,3,3.2,0,34,1,Annually,0
1752,34,1,3,2,29,3,3.3,0,14,5,Quarterly,5
1753,25,1,19,1,27,0,4.8,0,23,2,Fortnightly,3
1754,66,1,5,1,93,0,3.8,0,18,2,Fortnightly,3
1755,56,1,1,0,20,1,4.6,0,45,1,Monthly,4
1756,49,1,12,0,55,0,2.8,0,14,0,Weekly,6
1757,19,1,5,1,94,0,3.6,0,48,3,Annually,0
1758,27,1,8,0,56,3,4.3,0,17,5,Bi-Weekly,1
1759,68,1,23,1,58,1,4.0,0,1,4,Weekly,6
1760,20,1,19,1,44,1,3.5,0,39,4,Weekly,6
1761,21,1,9,1,95,0,4.9,0,24,1,Weekly,6
1762,36,1,14,2,42,2,3.1,0,41,0,Fortnightly,3
1763,37,1,12,0,93,3,3.9,0,28,4,Annually,0
1764,61,1,5,1,56,2,3.0,0,34,5,Quarterly,5
1765,68,1,9,1,88,1,4.1,0,41,5,Quarterly,5
1766,60,1,23,1,54,3,4.3,0,27,1,Bi-Weekly,1
1767,69,1,12,0,89,0,3.8,0,46,3,Fortnightly,3
1768,25,1,14,2,45,2,3.9,0,2,4,Every 3 Months,2
1769,32,1,21,1,75,3,4.3,0,45,1,Monthly,4
1770,53,1,0,0,22,0,4.3,0,34,0,Weekly,6
1771,46,1,16,1,82,0,4.7,0,9,2,Annually,0
1772,58,1,17,2,34,2,3.1,0,1,0,Annually,0
1773,21,1,4,3,92,2,2.7,0,17,4,Annually,0
1774,46,1,23,1,78,1,3.7,0,6,4,Weekly,6
1775,18,1,10,3,47,1,3.3,0,12,1,Bi-Weekly,1
1776,56,1,10,3,64,2,3.4,0,10,5,Every 3 Months,2
1777,18,1,20,2,44,3,4.7,0,4,1,Fortnightly,3
1778,49,1,1,0,94,3,4.9,0,8,3,Bi-Weekly,1
1779,29,1,15,0,62,3,4.3,0,41,5,Weekly,6
1780,67,1,12,0,81,2,4.2,0,49,2,Weekly,6
1781,31,1,24,1,33,0,3.7,0,49,0,Quarterly,5
1782,52,1,13,1,88,0,2.7,0,40,0,Fortnightly,3
1783,42,1,7,0,49,3,3.3,0,30,2,Monthly,4
1784,32,1,0,0,31,2,4.8,0,4,3,Quarterly,5
1785,47,1,6,0,29,0,4.1,0,22,5,Monthly,4
1786,45,1,10,3,34,1,4.6,0,22,5,Monthly,4
1787,20,1,23,1,38,0,4.9,0,10,0,Quarterly,5
1788,66,1,2,1,41,2,3.1,0,23,1,Bi-Weekly,1
1789,52,1,2,1,34,1,3.0,0,43,3,Quarterly,5
1790,50,1,6,0,26,2,3.7,0,31,4,Bi-Weekly,1
1791,62,1,11,1,98,3,4.0,0,38,1,Annually,0
1792,38,1,20,2,59,0,3.0,0,22,3,Every 3 Months,2
1793,65,1,8,0,92,0,3.8,0,45,1,Every 3 Months,2
1794,60,1,0,0,40,1,3.7,0,21,3,Fortnightly,3
1795,68,1,11,1,20,0,4.0,0,9,3,Fortnightly,3
1796,62,1,19,1,35,1,3.1,0,34,5,Weekly,6
1797,62,1,1,0,35,1,3.9,0,26,5,Weekly,6
1798,40,1,5,1,82,3,3.7,0,1,1,Weekly,6
1799,32,1,9,1,48,0,3.9,0,47,5,Weekly,6
1800,22,1,4,3,58,3,2.7,0,30,2,Weekly,6
1801,33,1,23,1,57,1,3.9,0,48,3,Fortnightly,3
1802,57,1,18,1,96,3,2.6,0,31,5,Bi-Weekly,1
1803,60,1,20,2,97,2,3.5,0,33,5,Fortnightly,3
1804,30,1,23,1,42,3,4.4,0,39,2,Weekly,6
1805,41,1,24,1,62,1,4.9,0,46,3,Weekly,6
1806,58,1,7,0,67,0,3.9,0,24,5,Annually,0
1807,34,1,20,2,46,2,3.5,0,37,5,Fortnightly,3
1808,67,1,10,3,71,1,4.3,0,7,3,Monthly,4
1809,58,1,0,0,99,0,3.4,0,6,3,Fortnightly,3
1810,41,1,11,1,28,0,2.7,0,16,1,Bi-Weekly,1
1811,42,1,1,0,77,2,3.6,0,33,0,Annually,0
1812,50,1,3,2,63,2,4.9,0,18,4,Bi-Weekly,1
1813,40,1,18,1,62,1,3.5,0,24,4,Weekly,6
1814,32,1,11,1,92,2,3.8,0,24,1,Quarterly,5
1815,51,1,17,2,72,3,4.5,0,48,2,Every 3 Months,2
1816,26,1,8,0,79,2,4.0,0,4,1,Weekly,6
1817,32,1,24,1,27,2,4.7,0,20,1,Weekly,6
1818,58,1,22,0,39,0,3.8,0,47,3,Every 3 Months,2
1819,51,1,21,1,86,1,4.5,0,50,1,Quarterly,5
1820,19,1,16,1,94,0,5.0,0,31,4,Monthly,4
1821,57,1,18,1,53,1,2.8,0,29,4,Quarterly,5
1822,66,1,16,1,85,2,4.4,0,4,1,Annually,0
1823,62,1,21,1,50,0,4.7,0,40,0,Bi-Weekly,1
1824,58,1,13,1,47,3,3.8,0,31,1,Monthly,4
1825,23,1,3,2,75,3,4.9,0,41,2,Weekly,6
1826,45,1,24,1,60,3,4.2,0,44,3,Annually,0
1827,20,1,24,1,36,1,4.9,0,31,0,Weekly,6
1828,33,1,4,3,80,1,3.9,0,45,1,Every 3 Months,2
1829,30,1,8,0,96,1,4.9,0,50,2,Quarterly,5
1830,50,1,22,0,80,3,4.8,0,7,5,Annually,0
1831,62,1,2,1,71,2,3.3,0,5,0,Every 3 Months,2
1832,69,1,12,0,29,0,4.6,0,48,1,Monthly,4
1833,34,1,12,0,53,1,4.5,0,19,4,Fortnightly,3
1834,49,1,19,1,35,2,4.1,0,39,5,Fortnightly,3
1835,65,1,15,0,75,0,3.2,0,45,2,Quarterly,5
1836,66,1,13,1,52,0,4.2,0,35,2,Monthly,4
1837,41,1,8,0,77,3,4.8,0,8,5,Monthly,4
1838,37,1,6,0,24,0,4.1,0,11,2,Quarterly,5
1839,32,1,16,1,78,3,3.7,0,32,1,Annually,0
1840,42,1,14,2,98,3,2.6,0,46,0,Every 3 Months,2
1841,31,1,21,1,57,3,3.0,0,7,4,Every 3 Months,2
1842,61,1,7,0,78,2,4.4,0,1,3,Annually,0
1843,36,1,10,3,76,0,4.7,0,32,2,Monthly,4
1844,60,1,18,1,26,1,2.7,0,31,2,Annually,0
1845,51,1,14,2,78,3,2.8,0,39,0,Quarterly,5
1846,68,1,15,0,53,2,2.9,0,9,5,Quarterly,5
1847,46,1,14,2,100,2,4.4,0,49,2,Weekly,6
1848,19,1,11,1,73,3,2.7,0,34,1,Every 3 Months,2
1849,30,1,19,1,40,3,4.5,0,35,0,Monthly,4
1850,51,1,6,0,76,3,2.8,0,50,3,Weekly,6
1851,28,1,19,1,80,0,3.1,0,4,0,Fortnightly,3
1852,41,1,23,1,80,3,3.8,0,32,1,Weekly,6
1853,29,1,2,1,67,1,2.9,0,11,4,Fortnightly,3
1854,25,1,23,1,61,1,3.8,0,49,2,Annually,0
1855,60,1,16,1,76,1,4.7,0,9,1,Annually,0
1856,63,1,12,0,55,2,3.2,0,30,4,Bi-Weekly,1
1857,51,1,24,1,85,2,4.0,0,33,1,Monthly,4
1858,22,1,15,0,69,1,4.9,0,8,3,Annually,0
1859,54,1,1,0,26,2,3.7,0,29,3,Fortnightly,3
1860,18,1,24,1,64,2,4.8,0,4,2,Monthly,4
1861,29,1,20,2,60,0,3.6,0,19,3,Monthly,4
1862,59,1,6,0,36,3,4.6,0,10,4,Fortnightly,3
1863,25,1,14,2,21,1,4.3,0,39,3,Monthly,4
1864,19,1,0,0,72,0,3.2,0,21,5,Quarterly,5
1865,56,1,13,1,62,2,3.8,0,12,0,Monthly,4
1866,31,1,24,1,44,3,4.2,0,9,2,Fortnightly,3
1867,45,1,19,1,52,0,3.4,0,20,5,Quarterly,5
1868,23,1,6,0,58,1,4.7,0,44,1,Fortnightly,3
1869,18,1,2,1,77,1,3.9,0,16,3,Every 3 Months,2
1870,43,1,2,1,99,1,4.3,0,27,3,Fortnightly,3
1871,56,1,11,1,96,0,2.7,0,14,1,Every 3 Months,2
1872,43,1,24,1,64,2,4.6,0,24,2,Monthly,4
1873,64,1,23,1,44,0,2.9,0,49,0,Weekly,6
1874,67,1,13,1,33,0,3.6,0,14,1,Weekly,6
1875,63,1,3,2,71,3,3.9,0,6,2,Quarterly,5
1876,54,1,19,1,36,0,2.6,0,20,5,Quarterly,5
1877,69,1,6,0,62,0,3.6,0,3,2,Annually,0
1878,34,1,21,1,29,2,3.4,0,5,2,Monthly,4
1879,56,1,24,1,33,1,3.5,0,46,1,Bi-Weekly,1
1880,34,1,2,1,33,0,3.1,0,8,3,Monthly,4
1881,58,1,2,1,41,3,4.3,0,13,1,Bi-Weekly,1
1882,44,1,15,0,54,3,5.0,0,25,0,Quarterly,5
1883,25,1,0,0,58,1,4.9,0,39,3,Fortnightly,3
1884,27,1,18,1,30,2,4.3,0,15,0,Bi-Weekly,1
1885,26,1,12,0,53,3,4.4,0,35,1,Monthly,4
1886,18,1,6,0,91,1,4.4,0,46,1,Bi-Weekly,1
1887,64,1,9,1,44,0,3.5,0,3,4,Monthly,4
1888,62,1,9,1,89,3,3.4,0,48,2,Weekly,6
1889,59,1,19,1,57,1,2.5,0,27,0,Weekly,6
1890,36,1,22,0,57,1,3.4,0,5,2,Weekly,6
1891,69,1,12,0,74,2,2.6,0,48,3,Quarterly,5
1892,39,1,10,3,30,0,4.6,0,12,5,Weekly,6
1893,28,1,5,1,20,2,3.7,0,10,4,Fortnightly,3
1894,42,1,9,1,90,0,2.5,0,48,3,Bi-Weekly,1
1895,31,1,11,1,61,0,4.5,0,3,3,Monthly,4
1896,57,1,14,2,51,0,2.9,0,19,5,Monthly,4
1897,53,1,22,0,97,3,2.9,0,11,3,Fortnightly,3
1898,59,1,13,1,97,0,3.5,0,25,5,Monthly,4
1899,32,1,18,1,40,3,4.2,0,42,4,Weekly,6
1900,65,1,12,0,85,2,3.3,0,34,1,Quarterly,5
1901,56,1,21,1,76,3,3.9,0,50,1,Quarterly,5
1902,31,1,14,2,22,1,5.0,0,21,5,Monthly,4
1903,59,1,13,1,63,2,3.3,0,37,0,Weekly,6
1904,22,1,24,1,71,1,4.2,0,46,1,Monthly,4
1905,47,1,3,2,35,2,4.9,0,14,0,Fortnightly,3
1906,23,1,0,0,30,1,4.6,0,24,4,Fortnightly,3
1907,69,1,19,1,74,0,4.8,0,36,2,Every 3 Months,2
1908,18,1,15,0,71,3,2.7,0,19,3,Bi-Weekly,1
1909,50,1,23,1,84,1,4.3,0,12,2,Monthly,4
1910,29,1,14,2,38,0,3.8,0,13,3,Quarterly,5
1911,65,1,12,0,81,1,4.9,0,32,3,Bi-Weekly,1
1912,29,1,23,1,56,3,3.4,0,5,2,Bi-Weekly,1
1913,49,1,19,1,48,3,3.6,0,29,1,Annually,0
1914,28,1,18,1,97,0,3.4,0,40,2,Fortnightly,3
1915,51,1,0,0,74,0,4.7,0,44,1,Weekly,6
1916,26,1,9,1,50,3,3.0,0,3,3,Bi-Weekly,1
1917,38,1,19,1,71,3,3.4,0,35,4,Bi-Weekly,1
1918,35,1,19,1,33,2,4.6,0,33,3,Monthly,4
1919,34,1,0,0,56,2,3.1,0,20,4,Bi-Weekly,1
1920,51,1,2,1,84,1,2.8,0,40,1,Every 3 Months,2
1921,47,1,16,1,36,0,3.5,0,13,5,Annually,0
1922,18,1,6,0,63,2,4.6,0,9,4,Monthly,4
1923,64,1,14,2,36,2,4.3,0,7,1,Annually,0
1924,30,1,10,3,63,0,4.8,0,42,4,Quarterly,5
1925,59,1,20,2,32,3,2.9,0,44,2,Fortnightly,3
1926,66,1,0,0,93,1,3.0,0,6,4,Annually,0
1927,40,1,13,1,29,2,2.9,0,8,1,Every 3 Months,2
1928,25,1,22,0,92,2,3.7,0,10,4,Weekly,6
1929,59,1,11,1,33,0,4.7,0,46,5,Quarterly,5
1930,66,1,13,1,52,1,3.5,0,26,1,Weekly,6
1931,54,1,12,0,42,1,2.7,0,6,3,Every 3 Months,2
1932,42,1,9,1,36,1,5.0,0,47,2,Every 3 Months,2
1933,48,1,14,2,67,2,4.1,0,28,5,Annually,0
1934,34,1,10,3,43,3,2.7,0,23,0,Annually,0
1935,19,1,2,1,68,1,4.8,0,45,1,Fortnightly,3
1936,70,1,12,0,60,2,4.3,0,44,4,Every 3 Months,2
1937,43,1,21,1,53,2,4.5,0,11,0,Monthly,4
1938,46,1,11,1,23,1,3.8,0,39,3,Bi-Weekly,1
1939,66,1,6,0,57,3,3.7,0,20,4,Every 3 Months,2
1940,50,1,8,0,89,0,3.9,0,48,4,Fortnightly,3
1941,55,1,17,2,99,3,3.3,0,46,2,Quarterly,5
1942,63,1,13,1,28,0,3.4,0,22,4,Monthly,4
1943,32,1,21,1,53,2,3.8,0,45,1,Annually,0
1944,30,1,9,1,45,3,2.7,0,49,1,Every 3 Months,2
1945,35,1,9,1,38,3,2.9,0,9,2,Every 3 Months,2
1946,59,1,13,1,49,2,4.5,0,41,2,Quarterly,5
1947,59,1,16,1,32,2,2.6,0,2,4,Monthly,4
1948,54,1,24,1,37,3,3.1,0,39,4,Bi-Weekly,1
1949,63,1,5,1,80,3,4.7,0,12,4,Quarterly,5
1950,43,1,0,0,78,2,4.6,0,26,4,Every 3 Months,2
1951,33,1,6,0,53,2,2.7,0,32,0,Bi-Weekly,1
1952,57,1,17,2,82,2,4.6,0,50,1,Bi-Weekly,1
1953,25,1,19,1,33,1,4.8,0,3,4,Fortnightly,3
1954,26,1,6,0,77,3,4.2,0,3,5,Quarterly,5
1955,50,1,9,1,56,3,4.9,0,37,1,Monthly,4
1956,70,1,21,1,37,3,4.9,0,20,2,Fortnightly,3
1957,68,1,6,0,54,1,4.5,0,26,1,Bi-Weekly,1
1958,39,1,18,1,67,3,2.7,0,47,1,Quarterly,5
1959,46,1,17,2,90,0,3.1,0,7,2,Every 3 Months,2
1960,57,1,11,1,72,2,3.3,0,40,2,Annually,0
1961,47,1,3,2,59,2,2.6,0,45,3,Quarterly,5
1962,40,1,8,0,45,0,4.4,0,20,4,Fortnightly,3
1963,52,1,18,1,30,1,3.9,0,11,2,Weekly,6
1964,40,1,13,1,51,2,4.6,0,50,3,Monthly,4
1965,67,1,23,1,90,0,4.9,0,25,3,Quarterly,5
1966,67,1,10,3,95,3,3.7,0,5,2,Fortnightly,3
1967,37,1,5,1,81,0,3.7,0,4,5,Annually,0
1968,67,1,16,1,70,1,4.2,0,25,2,Weekly,6
1969,64,1,5,1,32,3,3.5,0,11,0,Fortnightly,3
1970,28,1,1,0,94,1,2.9,0,4,2,Bi-Weekly,1
1971,54,1,8,0,29,1,3.4,0,1,5,Monthly,4
1972,54,1,0,0,31,2,3.3,0,48,4,Every 3 Months,2
1973,24,1,19,1,20,0,4.5,0,9,5,Every 3 Months,2
1974,27,1,6,0,44,3,4.6,0,2,4,Fortnightly,3
1975,53,1,10,3,77,0,2.9,0,4,1,Quarterly,5
1976,32,1,7,0,51,1,3.2,0,43,4,Fortnightly,3
1977,24,1,14,2,49,2,2.6,0,32,0,Annually,0
1978,45,1,22,0,78,1,3.8,0,1,1,Quarterly,5
1979,49,1,11,1,98,1,2.8,0,38,3,Fortnightly,3
1980,51,1,14,2,94,3,4.4,0,25,4,Fortnightly,3
1981,69,1,17,2,91,2,4.7,0,42,4,Quarterly,5
1982,41,1,22,0,77,2,2.7,0,32,4,Monthly,4
1983,59,1,15,0,97,2,2.6,0,21,3,Quarterly,5
1984,26,1,19,1,58,2,3.4,0,26,4,Fortnightly,3
1985,23,1,6,0,97,1,3.9,0,6,2,Fortnightly,3
1986,62,1,4,3,48,2,3.4,0,14,5,Quarterly,5
1987,69,1,1,0,23,2,3.4,0,4,1,Quarterly,5
1988,46,1,13,1,79,3,3.9,0,26,0,Weekly,6
1989,35,1,12,0,42,1,4.0,0,39,4,Bi-Weekly,1
1990,32,1,0,0,95,1,3.4,0,15,4,Annually,0
1991,46,1,20,2,29,2,3.7,0,1,5,Every 3 Months,2
1992,33,1,9,1,98,3,4.9,0,28,5,Monthly,4
1993,32,1,2,1,96,1,5.0,0,17,1,Weekly,6
1994,33,1,22,0,66,0,2.9,0,24,2,Weekly,6
1995,67,1,3,2,80,1,3.0,0,29,3,Quarterly,5
1996,67,1,20,2,27,2,3.3,0,18,1,Every 3 Months,2
1997,42,1,0,0,25,0,4.7,0,10,3,Bi-Weekly,1
1998,20,1,13,1,45,0,3.4,0,19,1,Quarterly,5
1999,39,1,21,1,89,3,4.6,0,26,3,Monthly,4
2000,26,1,1,0,27,3,3.6,0,25,1,Bi-Weekly,1
2001,51,1,22,0,90,3,2.6,0,2,3,Fortnightly,3
2002,31,1,16,1,65,2,2.7,0,19,4,Every 3 Months,2
2003,68,1,20,2,72,1,3.1,0,32,1,Quarterly,5
2004,44,1,17,2,70,0,3.2,0,13,1,Bi-Weekly,1
2005,18,1,14,2,82,3,3.4,0,30,4,Fortnightly,3
2006,58,1,15,0,97,0,4.4,0,2,2,Annually,0
2007,26,1,16,1,25,2,3.2,0,8,4,Quarterly,5
2008,57,1,19,1,48,1,2.5,0,27,4,Every 3 Months,2
2009,37,1,3,2,99,2,3.8,0,26,5,Bi-Weekly,1
2010,24,1,23,1,21,2,4.4,0,3,3,Bi-Weekly,1
2011,57,1,14,2,94,1,3.7,0,4,0,Monthly,4
2012,48,1,11,1,53,0,3.2,0,5,1,Fortnightly,3
2013,39,1,0,0,70,3,4.9,0,25,3,Quarterly,5
2014,51,1,19,1,26,2,3.9,0,47,4,Bi-Weekly,1
2015,57,1,1,0,82,2,4.5,0,8,2,Fortnightly,3
2016,53,1,17,2,47,3,3.4,0,20,3,Fortnightly,3
2017,70,1,21,1,32,3,4.1,0,42,0,Every 3 Months,2
2018,60,1,0,0,97,0,4.5,0,20,0,Weekly,6
2019,31,1,16,1,68,3,4.7,0,23,1,Fortnightly,3
2020,41,1,23,1,23,3,4.8,0,26,1,Quarterly,5
2021,62,1,7,0,33,3,4.4,0,48,5,Quarterly,5
2022,59,1,12,0,38,3,4.0,0,16,1,Bi-Weekly,1
2023,46,1,21,1,68,3,4.1,0,28,1,Bi-Weekly,1
2024,62,1,21,1,23,0,3.7,0,39,4,Weekly,6
2025,42,1,16,1,29,2,3.0,0,43,3,Fortnightly,3
2026,37,1,15,0,35,3,3.6,0,45,0,Every 3 Months,2
2027,50,1,17,2,73,0,4.8,0,50,2,Every 3 Months,2
2028,29,1,17,2,84,0,3.7,0,10,5,Bi-Weekly,1
2029,25,1,15,0,23,1,4.6,0,40,4,Quarterly,5
2030,66,1,22,0,67,2,2.8,0,38,2,Monthly,4
2031,21,1,21,1,51,1,4.0,0,2,2,Monthly,4
2032,46,1,2,1,36,3,4.2,0,13,1,Annually,0
2033,57,1,11,1,55,2,3.6,0,33,5,Annually,0
2034,61,1,18,1,30,1,2.9,0,27,4,Monthly,4
2035,53,1,24,1,70,2,4.1,0,43,0,Weekly,6
2036,37,1,2,1,63,3,3.1,0,46,1,Weekly,6
2037,39,1,1,0,87,2,4.3,0,7,5,Bi-Weekly,1
2038,53,1,2,1,70,1,4.4,0,35,2,Fortnightly,3
2039,35,1,24,1,51,1,3.1,0,31,3,Bi-Weekly,1
2040,69,1,12,0,25,1,2.9,0,42,5,Quarterly,5
2041,66,1,10,3,32,3,3.2,0,14,4,Bi-Weekly,1
2042,19,1,17,2,52,1,4.0,0,35,5,Monthly,4
2043,47,1,6,0,33,2,2.7,0,49,4,Weekly,6
2044,49,1,11,1,68,1,3.0,0,17,4,Fortnightly,3
2045,31,1,12,0,20,0,4.4,0,26,4,Quarterly,5
2046,39,1,13,1,32,3,2.8,0,30,1,Every 3 Months,2
2047,58,1,12,0,82,2,3.1,0,32,1,Annually,0
2048,45,1,20,2,64,3,3.9,0,35,0,Quarterly,5
2049,68,1,3,2,24,0,2.7,0,15,5,Annually,0
2050,35,1,8,0,96,2,3.4,0,10,3,Annually,0
2051,65,1,24,1,94,1,3.8,0,14,2,Monthly,4
2052,45,1,0,0,48,3,3.7,0,30,0,Annually,0
2053,19,1,22,0,60,1,4.5,0,16,2,Fortnightly,3
2054,65,1,23,1,56,1,2.9,0,14,4,Annually,0
2055,28,1,7,0,33,0,3.4,0,28,0,Weekly,6
2056,55,1,0,0,46,1,4.4,0,29,4,Monthly,4
2057,66,1,21,1,37,1,4.2,0,5,4,Every 3 Months,2
2058,29,1,16,1,98,3,3.3,0,17,0,Quarterly,5
2059,56,1,18,1,50,1,3.7,0,50,4,Weekly,6
2060,21,1,1,0,63,0,3.2,0,23,0,Quarterly,5
2061,32,1,23,1,70,2,2.6,0,22,3,Annually,0
2062,54,1,4,3,63,0,2.8,0,15,1,Quarterly,5
2063,61,1,18,1,86,0,2.9,0,32,1,Monthly,4
2064,31,1,17,2,99,2,4.0,0,5,0,Monthly,4
2065,27,1,20,2,40,1,2.9,0,6,0,Bi-Weekly,1
2066,64,1,20,2,92,0,4.7,0,44,3,Fortnightly,3
2067,60,1,13,1,21,0,3.1,0,23,1,Fortnightly,3
2068,70,1,12,0,81,2,3.9,0,44,5,Monthly,4
2069,36,1,24,1,82,0,3.4,0,3,3,Quarterly,5
2070,56,1,12,0,88,1,3.1,0,14,1,Monthly,4
2071,69,1,10,3,100,0,4.8,0,37,4,Quarterly,5
2072,39,1,0,0,66,3,3.9,0,22,0,Weekly,6
2073,38,1,1,0,25,3,3.5,0,2,4,Every 3 Months,2
2074,36,1,15,0,53,2,3.1,0,44,3,Fortnightly,3
2075,46,1,23,1,28,0,4.7,0,49,3,Monthly,4
2076,59,1,6,0,23,0,4.6,0,22,3,Bi-Weekly,1
2077,64,1,15,0,34,0,3.3,0,26,0,Annually,0
2078,49,1,5,1,42,1,3.2,0,40,3,Weekly,6
2079,32,1,11,1,24,2,3.1,0,16,4,Quarterly,5
2080,29,1,22,0,47,0,3.5,0,17,3,Bi-Weekly,1
2081,24,1,4,3,78,1,4.3,0,48,0,Bi-Weekly,1
2082,41,1,11,1,89,2,2.9,0,28,5,Every 3 Months,2
2083,41,1,15,0,59,0,2.7,0,26,2,Fortnightly,3
2084,32,1,2,1,94,2,4.0,0,43,0,Quarterly,5
2085,69,1,11,1,49,0,4.6,0,38,3,Weekly,6
2086,65,1,5,1,89,2,4.7,0,36,1,Every 3 Months,2
2087,54,1,8,0,91,2,4.7,0,1,2,Weekly,6
2088,39,1,14,2,89,1,4.0,0,49,3,Annually,0
2089,37,1,10,3,57,1,3.6,0,41,2,Every 3 Months,2
2090,51,1,21,1,71,3,3.4,0,21,3,Monthly,4
2091,26,1,11,1,97,0,3.0,0,24,0,Quarterly,5
2092,42,1,14,2,45,0,2.6,0,27,0,Weekly,6
2093,21,1,5,1,91,1,4.2,0,4,3,Annually,0
2094,53,1,21,1,25,1,3.4,0,19,5,Annually,0
2095,36,1,9,1,63,0,4.0,0,1,0,Fortnightly,3
2096,21,1,5,1,52,2,4.7,0,27,3,Annually,0
2097,33,1,20,2,43,3,3.9,0,5,2,Weekly,6
2098,49,1,24,1,28,2,3.3,0,20,5,Quarterly,5
2099,31,1,24,1,78,2,2.9,0,50,4,Annually,0
2100,68,1,23,1,31,1,4.4,0,36,1,Fortnightly,3
2101,49,1,16,1,23,3,3.6,0,12,0,Bi-Weekly,1
2102,23,1,8,0,25,1,4.5,0,23,1,Monthly,4
2103,30,1,13,1,86,2,3.7,0,21,5,Weekly,6
2104,53,1,17,2,88,1,2.8,0,47,5,Weekly,6
2105,65,1,6,0,35,1,4.5,0,38,5,Bi-Weekly,1
2106,60,1,12,0,34,0,4.4,0,40,2,Every 3 Months,2
2107,46,1,13,1,75,3,3.3,0,35,4,Quarterly,5
2108,54,1,9,1,46,3,4.2,0,4,2,Quarterly,5
2109,59,1,12,0,31,0,2.7,0,28,5,Every 3 Months,2
2110,52,1,21,1,93,1,3.9,0,36,3,Every 3 Months,2
2111,41,1,22,0,85,1,2.6,0,15,0,Annually,0
2112,43,1,1,0,68,0,4.5,0,7,1,Fortnightly,3
2113,63,1,5,1,40,1,2.7,0,29,4,Every 3 Months,2
2114,37,1,16,1,51,3,2.9,0,12,3,Annually,0
2115,44,1,15,0,85,3,3.4,0,16,0,Bi-Weekly,1
